I,TA,VB,TB
-1.68,24.2,3.040834,24.4
-1.6797,24.1,3.040414,24.4
-1.6797,24.1,3.040541,24.4
-1.68,24.1,3.040384,24.4
-1.6797,24.2,3.040116,24.4
-1.6797,24.1,3.039994,24.4
-1.6797,24.1,3.039937,24.4
-1.6797,24.1,3.039932,24.4
-1.68,24.1,3.039962,24.4
-1.68,24.1,3.03969,24.4
-1.68,24.1,3.039627,24.4
-1.6797,24.1,3.039543,24.4
-1.68,24.1,3.039438,24.4
-1.68,24.1,3.03921,24.4
-1.68,24.1,3.039278,24.4
-1.6797,24.1,3.039083,24.4
-1.6797,24.1,3.038777,24.4
-1.6797,24.1,3.038947,24.4
-1.68,24.1,3.03869,24.4
-1.6797,24.1,3.038709,24.4
-1.6797,24.1,3.038449,24.4
-1.6797,24.1,3.038606,24.4
-1.6797,24.2,3.03837,24.4
-1.6797,24.1,3.038377,24.4
-1.68,24.1,3.038361,24.4
-1.6797,24.2,3.038178,24.4
-1.6797,24.1,3.037766,24.4
-1.68,24.1,3.03785,24.4
-1.68,24.1,3.037537,24.4
-1.6797,24.1,3.037541,24.4
-1.68,24.1,3.037505,24.4
-1.68,24.1,3.037322,24.4
-1.6797,24.1,3.037178,24.4
-1.6797,24.1,3.037098,24.4
-1.6797,24.1,3.037211,24.4
-1.68,24.1,3.036806,24.4
-1.68,24.1,3.036661,24.4
-1.6797,24.1,3.036416,24.4
-1.68,24.1,3.036543,24.4
-1.68,24.1,3.036339,24.4
-1.6797,24.1,3.035966,24.4
-1.68,24.1,3.036275,24.4
-1.6797,24.1,3.036207,24.4
-1.68,24.1,3.035901,24.4
-1.68,24.1,3.03585,24.4
-1.6797,24.1,3.035618,24.4
-1.6797,24.1,3.035744,24.4
-1.6797,24.1,3.035734,24.4
-1.68,24.1,3.035358,24.4
-1.6797,24.1,3.035267,24.4
-1.6797,24.1,3.035143,24.4
-1.68,24.1,3.035134,24.4
-1.68,24.1,3.034805,24.4
-1.68,24.1,3.034851,24.4
-1.6806,24.1,3.03447,24.4
-1.68,24.1,3.034315,24.4
-1.68,24.1,3.034478,24.4
-1.6797,24.1,3.034357,24.4
-1.6797,24.1,3.03428,24.4
-1.6797,24.1,3.03405,24.4
-1.68,24.1,3.033918,24.4
-1.6797,24.1,3.033901,24.4
-1.68,24.1,3.033614,24.4
-1.68,24.1,3.033687,24.4
-1.6797,24.1,3.033589,24.4
-1.68,24.1,3.033194,24.4
-1.6797,24.1,3.033268,24.4
-1.68,24.1,3.033351,24.4
-1.68,24.1,3.032799,24.4
-1.68,24.1,3.033024,24.4
-1.6797,24.1,3.032763,24.4
-1.68,24.1,3.032449,24.4
-1.68,24.1,3.032857,24.4
-1.6797,24.1,3.03239,24.4
-1.68,24.1,3.032093,24.4
-1.6797,24.1,3.031954,24.4
-1.68,24.1,3.031975,24.4
-1.68,24.1,3.031966,24.4
-1.68,24.1,3.031932,24.4
-1.68,24.1,3.031838,24.4
-1.6797,24.1,3.031694,24.4
-1.68,24.1,3.031585,24.4
-1.6797,24.1,3.031393,24.4
-1.6797,24.1,3.031165,24.4
-1.6797,24.1,3.031272,24.4
-1.6797,24.1,3.031173,24.4
-1.6797,24.1,3.031093,24.4
-1.6797,24.1,3.030875,24.4
-1.6803,24.1,3.03081,24.4
-1.6797,24.1,3.030615,24.4
-1.6797,24.1,3.030478,24.4
-1.6803,24.1,3.03056,24.4
-1.6797,24.1,3.030245,24.4
-1.6797,24.1,3.030356,24.4
-1.6797,24.1,3.0304,24.4
-1.6797,24.1,3.030227,24.4
-1.6797,24.1,3.030098,24.4
-1.6797,24.1,3.030039,24.4
-1.6797,24.1,3.030115,24.4
-1.6803,24.1,3.029792,24.4
-1.6797,24.1,3.029537,24.4
-1.6803,24.1,3.029208,24.4
-1.6797,24.1,3.029185,24.4
-1.6797,24.1,3.029391,24.4
-1.68,24.1,3.029188,24.4
-1.68,24.1,3.029081,24.4
-1.6797,24.1,3.028838,24.4
-1.68,24.2,3.028723,24.4
-1.68,24.1,3.028443,24.4
-1.6797,24.1,3.028331,24.4
-1.68,24.1,3.02822,24.4
-1.6797,24.2,3.02832,24.4
-1.6797,24.1,3.028202,24.4
-1.68,24.2,3.028004,24.4
-1.68,24.2,3.02797,24.4
-1.6791,24.1,3.02772,24.4
-1.68,24.1,3.027656,24.4
-1.68,24.2,3.027495,24.4
-1.6797,24.1,3.027494,24.4
-1.68,24.1,3.027355,24.4
-1.6797,24.2,3.026904,24.4
-1.6797,24.1,3.02696,24.4
-1.68,24.1,3.02689,24.4
-1.68,24.2,3.026936,24.4
-1.68,24.1,3.026659,24.4
-1.6797,24.2,3.026358,24.4
-1.68,24.2,3.026467,24.4
-1.68,24.2,3.026053,24.4
-1.6794,24.2,3.025728,24.4
-1.68,24.1,3.02577,24.4
-1.6797,24.2,3.026026,24.4
-1.68,24.1,3.025877,24.4
-1.68,24.2,3.025482,24.4
-1.68,24.1,3.025709,24.4
-1.68,24.2,3.025203,24.4
-1.6794,24.1,3.025248,24.5
-1.6794,24.1,3.024869,24.4
-1.6794,24.2,3.025297,24.4
-1.68,24.2,3.025077,24.4
-1.68,24.1,3.024726,24.4
-1.68,24.2,3.024696,24.4
-1.6797,24.2,3.024713,24.4
-1.6797,24.2,3.02447,24.4
-1.68,24.2,3.02438,24.4
-1.68,24.2,3.024193,24.4
-1.6797,24.2,3.024058,24.4
-1.6797,24.2,3.024224,24.4
-1.68,24.2,3.024055,24.4
-1.68,24.2,3.023933,24.4
-1.68,24.2,3.023874,24.5
-1.6797,24.2,3.023741,24.4
-1.6797,24.2,3.023596,24.4
-1.68,24.2,3.023365,24.4
-1.68,24.2,3.023153,24.4
-1.6806,24.2,3.023022,24.5
-1.68,24.2,3.022896,24.4
-1.6797,24.2,3.022961,24.4
-1.68,24.2,3.02283,24.5
-1.6797,24.2,3.022867,24.4
-1.68,24.2,3.022569,24.4
-1.68,24.2,3.022206,24.4
-1.6797,24.2,3.022538,24.5
-1.6797,24.2,3.022047,24.4
-1.6797,24.2,3.022295,24.4
-1.68,24.2,3.021789,24.4
-1.6797,24.2,3.021503,24.4
-1.6797,24.2,3.021907,24.4
-1.68,24.2,3.021672,24.5
-1.68,24.2,3.021636,24.4
-1.68,24.2,3.021482,24.5
-1.6797,24.2,3.021171,24.5
-1.6797,24.2,3.02114,24.4
-1.68,24.2,3.021174,24.4
-1.6797,24.2,3.021004,24.4
-1.68,24.2,3.021047,24.4
-1.68,24.2,3.02067,24.4
-1.6797,24.2,3.020487,24.4
-1.68,24.2,3.020457,24.4
-1.68,24.2,3.020369,24.4
-1.68,24.2,3.020559,24.5
-1.6797,24.2,3.020227,24.4
-1.6797,24.2,3.02015,24.5
-1.6797,24.2,3.019947,24.4
-1.68,24.2,3.019756,24.4
-1.68,24.2,3.019772,24.4
-1.68,24.2,3.019543,24.4
-1.6797,24.2,3.019664,24.4
-1.68,24.2,3.019317,24.4
-1.6797,24.2,3.019147,24.4
-1.6797,24.2,3.018953,24.4
-1.68,24.2,3.019127,24.4
-1.68,24.2,3.019046,24.4
-1.68,24.2,3.018773,24.4
-1.68,24.2,3.018728,24.5
-1.6806,24.2,3.018397,24.4
-1.68,24.2,3.018453,24.4
-1.68,24.2,3.018266,24.5
-1.68,24.2,3.018201,24.4
-1.68,24.2,3.018004,24.4
-1.68,24.2,3.017616,24.4
-1.6797,24.2,3.017797,24.4
-1.6797,24.2,3.017666,24.5
-1.68,24.2,3.017568,24.4
-1.68,24.2,3.017661,24.4
-1.68,24.2,3.017274,24.5
-1.68,24.2,3.017306,24.4
-1.68,24.2,3.01681,24.5
-1.68,24.2,3.016864,24.4
-1.68,24.2,3.016954,24.5
-1.68,24.2,3.016741,24.4
-1.6797,24.2,3.016064,24.5
-1.6797,24.2,3.016496,24.4
-1.6797,24.2,3.016286,24.4
-1.6797,24.2,3.016014,24.4
-1.6797,24.2,3.016029,24.4
-1.6797,24.2,3.01596,24.5
-1.68,24.2,3.015892,24.4
-1.68,24.2,3.015384,24.5
-1.68,24.2,3.015491,24.4
-1.68,24.2,3.015366,24.5
-1.68,24.2,3.015369,24.4
-1.68,24.2,3.015236,24.4
-1.68,24.2,3.015024,24.4
-1.68,24.2,3.015079,24.4
-1.6797,24.2,3.014843,24.4
-1.68,24.2,3.014639,24.4
-1.68,24.2,3.014602,24.4
-1.6797,24.2,3.014494,24.4
-1.68,24.2,3.01428,24.4
-1.68,24.2,3.014284,24.4
-1.68,24.2,3.014042,24.4
-1.68,24.2,3.013684,24.4
-1.68,24.2,3.01386,24.4
-1.6797,24.2,3.013818,24.5
-1.68,24.2,3.013745,24.5
-1.68,24.2,3.013548,24.5
-1.68,24.2,3.013255,24.5
-1.68,24.2,3.013138,24.4
-1.68,24.2,3.013118,24.4
-1.6797,24.2,3.013073,24.4
-1.68,24.2,3.012933,24.4
-1.6797,24.2,3.012751,24.4
-1.68,24.2,3.012497,24.4
-1.68,24.2,3.012412,24.4
-1.6797,24.2,3.012443,24.4
-1.6797,24.2,3.012269,24.4
-1.68,24.2,3.012055,24.4
-1.68,24.2,3.012207,24.5
-1.6797,24.2,3.01201,24.5
-1.68,24.2,3.011759,24.4
-1.6797,24.2,3.011542,24.4
-1.68,24.2,3.011214,24.4
-1.6797,24.2,3.011314,24.4
-1.68,24.2,3.01107,24.5
-1.6791,24.2,3.011064,24.4
-1.68,24.2,3.010556,24.4
-1.6797,24.2,3.010901,24.5
-1.68,24.2,3.010603,24.4
-1.68,24.2,3.010611,24.5
-1.68,24.2,3.010204,24.4
-1.68,24.2,3.010333,24.5
-1.6797,24.2,3.010227,24.5
-1.6797,24.2,3.010217,24.4
-1.68,24.2,3.010137,24.5
-1.68,24.2,3.009769,24.5
-1.6797,24.2,3.009716,24.5
-1.68,24.2,3.009557,24.4
-1.6794,24.2,3.009486,24.4
-1.68,24.2,3.009526,24.4
-1.68,24.2,3.009199,24.4
-1.6797,24.2,3.009096,24.4
-1.68,24.2,3.009075,24.4
-1.68,24.2,3.008776,24.4
-1.68,24.2,3.008524,24.5
-1.6797,24.2,3.008633,24.5
-1.68,24.2,3.008639,24.5
-1.6797,24.2,3.008222,24.4
-1.68,24.2,3.00825,24.5
-1.68,24.2,3.007884,24.4
-1.68,24.2,3.00771,24.4
-1.68,24.2,3.007436,24.4
-1.68,24.2,3.007775,24.4
-1.68,24.2,3.007578,24.4
-1.68,24.2,3.007114,24.5
-1.68,24.2,3.007199,24.4
-1.6797,24.2,3.006799,24.4
-1.68,24.2,3.006936,24.4
-1.6797,24.2,3.006949,24.5
-1.68,24.2,3.006815,24.4
-1.6797,24.2,3.006754,24.4
-1.68,24.2,3.006252,24.4
-1.68,24.2,3.006315,24.4
-1.68,24.2,3.006214,24.5
-1.6797,24.2,3.006051,24.4
-1.68,24.2,3.005791,24.4
-1.68,24.2,3.005604,24.4
-1.6797,24.2,3.005631,24.5
-1.68,24.2,3.005544,24.4
-1.6797,24.2,3.005403,24.5
-1.6797,24.2,3.00547,24.5
-1.6797,24.2,3.00534,24.5
-1.6797,24.2,3.004971,24.5
-1.68,24.1,3.004899,24.4
-1.68,24.1,3.004851,24.5
-1.6797,24.1,3.005132,24.5
-1.6797,24.1,3.004767,24.5
-1.6797,24.1,3.004529,24.4
-1.68,24.1,3.004429,24.4
-1.68,24.1,3.0042,24.4
-1.6806,24.2,3.004039,24.4
-1.6797,24.2,3.003874,24.5
-1.68,24.2,3.003835,24.4
-1.6797,24.1,3.003758,24.4
-1.6797,24.2,3.003594,24.4
-1.68,24.1,3.00336,24.4
-1.6797,24.2,3.003157,24.4
-1.6797,24.1,3.00326,24.4
-1.6797,24.1,3.003105,24.4
-1.6797,24.1,3.00292,24.4
-1.68,24.1,3.002752,24.4
-1.68,24.1,3.002594,24.4
-1.68,24.1,3.002277,24.4
-1.6797,24.2,3.002364,24.4
-1.68,24.1,3.002127,24.4
-1.6797,24.2,3.001948,24.4
-1.68,24.1,3.001903,24.5
-1.6794,24.1,3.001637,24.4
-1.6797,24.1,3.001667,24.4
-1.68,24.1,3.001567,24.4
-1.68,24.2,3.001341,24.4
-1.68,24.1,3.001238,24.4
-1.68,24.1,3.001157,24.4
-1.6797,24.2,3.001011,24.4
-1.68,24.1,3.000813,24.4
-1.68,24.1,3.000531,24.4
-1.6797,24.1,3.000733,24.5
-1.6797,24.1,3.00073,24.4
-1.6797,24.1,3.0004,24.4
-1.68,24.1,3.00036,24.4
-1.6797,24.1,3.000298,24.4
-1.6797,24.1,2.999844,24.4
-1.6797,24.1,2.999997,24.4
-1.68,24.1,2.999714,24.4
-1.6797,24.1,2.999579,24.5
-1.68,24.1,2.999298,24.4
-1.68,24.1,2.999441,24.4
-1.68,24.1,2.999126,24.4
-1.68,24.1,2.999091,24.4
-1.6797,24.1,2.998858,24.4
-1.6797,24.1,2.998636,24.4
-1.6797,24.1,2.998711,24.4
-1.6797,24.1,2.998467,24.4
-1.6797,24.1,2.998609,24.5
-1.68,24.1,2.998179,24.4
-1.6797,24.1,2.998163,24.4
-1.6797,24.1,2.99797,24.4
-1.6791,24.1,2.998078,24.4
-1.68,24.1,2.997934,24.4
-1.6797,24.1,2.997794,24.5
-1.6797,24.1,2.997553,24.4
-1.6797,24.1,2.99735,24.4
-1.6797,24.1,2.997284,24.5
-1.6791,24.1,2.997173,24.4
-1.6797,24.1,2.996958,24.4
-1.68,24.1,2.996804,24.4
-1.6797,24.1,2.996804,24.4
-1.6797,24.1,2.996675,24.4
-1.6797,24.1,2.996647,24.4
-1.68,24.1,2.99636,24.4
-1.68,24.1,2.996023,24.4
-1.68,24.1,2.995867,24.4
-1.6797,24.1,2.995571,24.4
-1.6797,24.1,2.995613,24.4
-1.68,24.1,2.995488,24.4
-1.68,24.1,2.995295,24.4
-1.68,24.1,2.995092,24.5
-1.68,24.1,2.995202,24.4
-1.68,24.1,2.995298,24.4
-1.6797,24.1,2.994863,24.4
-1.6797,24.1,2.994689,24.4
-1.6797,24.1,2.994556,24.4
-1.68,24.1,2.994603,24.4
-1.68,24.1,2.994174,24.4
-1.68,24.1,2.994322,24.4
-1.6797,24.1,2.994261,24.4
-1.68,24.1,2.994027,24.5
-1.68,24.1,2.993872,24.5
-1.6797,24.1,2.993712,24.4
-1.6797,24.1,2.993808,24.5
-1.6797,24.1,2.99349,24.4
-1.68,24.1,2.993408,24.4
-1.68,24.1,2.993313,24.4
-1.6797,24.1,2.992959,24.4
-1.6797,24.1,2.992908,24.5
-1.6797,24.2,2.992647,24.4
-1.68,24.1,2.992788,24.5
-1.68,24.1,2.992368,24.5
-1.6797,24.1,2.992625,24.4
-1.68,24.1,2.99227,24.4
-1.6797,24.1,2.992219,24.5
-1.6797,24.1,2.991682,24.5
-1.68,24.1,2.991871,24.5
-1.68,24.1,2.991824,24.5
-1.6797,24.1,2.99156,24.4
-1.6797,24.1,2.991406,24.4
-1.68,24.1,2.991417,24.4
-1.68,24.1,2.991275,24.4
-1.6797,24.1,2.990767,24.4
-1.68,24.1,2.991215,24.5
-1.68,24.1,2.991219,24.4
-1.68,24.1,2.990835,24.4
-1.68,24.1,2.990558,24.4
-1.6797,24.1,2.990355,24.4
-1.68,24.1,2.990181,24.4
-1.6797,24.1,2.990065,24.5
-1.6797,24.1,2.989776,24.4
-1.6797,24.1,2.989837,24.4
-1.68,24.1,2.989881,24.4
-1.6797,24.1,2.98955,24.4
-1.6797,24.1,2.989593,24.4
-1.68,24.1,2.989231,24.5
-1.68,24.1,2.989045,24.4
-1.6797,24.1,2.989166,24.4
-1.68,24.1,2.988876,24.4
-1.6797,24.1,2.988518,24.4
-1.6797,24.1,2.988692,24.5
-1.68,24.1,2.988451,24.4
-1.6797,24.1,2.988303,24.4
-1.68,24.1,2.988234,24.4
-1.68,24.2,2.98814,24.4
-1.6797,24.1,2.987736,24.4
-1.6797,24.1,2.987812,24.4
-1.68,24.1,2.987467,24.4
-1.6797,24.1,2.98761,24.4
-1.6797,24.1,2.987147,24.5
-1.6797,24.1,2.987325,24.4
-1.6797,24.1,2.987092,24.4
-1.6797,24.1,2.98689,24.4
-1.68,24.1,2.986593,24.4
-1.68,24.1,2.986481,24.5
-1.6797,24.1,2.986446,24.4
-1.68,24.1,2.986147,24.4
-1.6797,24.1,2.985954,24.5
-1.68,24.1,2.985884,24.4
-1.68,24.2,2.985932,24.4
-1.68,24.2,2.985598,24.5
-1.68,24.1,2.985736,24.4
-1.6797,24.2,2.985413,24.5
-1.6797,24.1,2.985105,24.4
-1.6797,24.2,2.985047,24.4
-1.68,24.1,2.985002,24.4
-1.68,24.1,2.984779,24.4
-1.68,24.1,2.984608,24.4
-1.68,24.1,2.984677,24.4
-1.6797,24.2,2.98433,24.5
-1.6794,24.1,2.984327,24.4
-1.68,24.1,2.984037,24.4
-1.6797,24.2,2.984204,24.4
-1.68,24.2,2.983989,24.4
-1.68,24.2,2.983951,24.4
-1.68,24.2,2.983838,24.4
-1.68,24.2,2.983503,24.5
-1.68,24.1,2.983352,24.4
-1.68,24.2,2.983235,24.5
-1.68,24.2,2.983043,24.5
-1.68,24.1,2.983183,24.5
-1.68,24.2,2.983074,24.4
-1.68,24.2,2.982965,24.4
-1.6797,24.2,2.982706,24.5
-1.6794,24.2,2.982634,24.5
-1.68,24.2,2.982462,24.5
-1.68,24.2,2.982533,24.5
-1.6797,24.2,2.982574,24.5
-1.68,24.2,2.982181,24.4
-1.68,24.2,2.981839,24.5
-1.6797,24.2,2.981809,24.5
-1.68,24.1,2.981808,24.5
-1.68,24.2,2.981529,24.4
-1.68,24.2,2.981582,24.5
-1.68,24.2,2.981121,24.5
-1.68,24.2,2.98119,24.5
-1.68,24.2,2.981063,24.4
-1.68,24.2,2.980797,24.5
-1.68,24.2,2.980863,24.5
-1.68,24.2,2.980493,24.4
-1.6794,24.2,2.980243,24.5
-1.68,24.2,2.98018,24.5
-1.68,24.2,2.980161,24.5
-1.68,24.2,2.97992,24.5
-1.68,24.2,2.979747,24.4
-1.68,24.2,2.979806,24.5
-1.68,24.2,2.97946,24.4
-1.6794,24.2,2.978936,24.5
-1.6794,24.2,2.979023,24.4
-1.6794,24.2,2.978911,24.5
-1.68,24.2,2.978543,24.4
-1.6794,24.2,2.978472,24.4
-1.68,24.2,2.978246,24.5
-1.68,24.2,2.978084,24.5
-1.68,24.2,2.977911,24.5
-1.6794,24.2,2.977715,24.5
-1.68,24.2,2.977695,24.5
-1.68,24.2,2.977581,24.5
-1.68,24.2,2.977313,24.5
-1.68,24.2,2.977144,24.5
-1.68,24.2,2.977252,24.5
-1.68,24.2,2.976998,24.5
-1.68,24.2,2.976704,24.5
-1.6794,24.2,2.97622,24.5
-1.68,24.2,2.976623,24.5
-1.68,24.2,2.976333,24.5
-1.6803,24.2,2.976218,24.5
-1.6794,24.2,2.97636,24.5
-1.68,24.2,2.97591,24.5
-1.68,24.2,2.975763,24.5
-1.6794,24.2,2.975766,24.5
-1.68,24.2,2.97548,24.5
-1.68,24.2,2.975547,24.5
-1.6794,24.2,2.975394,24.5
-1.6794,24.2,2.97524,24.5
-1.68,24.2,2.974958,24.5
-1.68,24.2,2.974936,24.5
-1.6794,24.2,2.974713,24.4
-1.68,24.2,2.974317,24.5
-1.6797,24.2,2.974458,24.5
-1.68,24.2,2.974314,24.5
-1.68,24.2,2.973946,24.5
-1.68,24.2,2.973813,24.5
-1.68,24.2,2.973667,24.5
-1.68,24.2,2.973716,24.5
-1.68,24.2,2.973148,24.5
-1.6797,24.2,2.973367,24.5
-1.6797,24.2,2.973167,24.5
-1.6797,24.2,2.97308,24.5
-1.68,24.2,2.972809,24.5
-1.6797,24.2,2.972717,24.5
-1.6797,24.2,2.972796,24.5
-1.6797,24.2,2.97263,24.5
-1.6797,24.2,2.972312,24.5
-1.6797,24.2,2.971949,24.5
-1.6797,24.2,2.971927,24.5
-1.68,24.2,2.971941,24.5
-1.6797,24.2,2.971582,24.5
-1.68,24.2,2.971607,24.4
-1.68,24.2,2.971417,24.5
-1.68,24.2,2.970948,24.5
-1.68,24.2,2.971161,24.5
-1.6797,24.2,2.97105,24.5
-1.68,24.2,2.97071,24.5
-1.68,24.2,2.970601,24.5
-1.6797,24.2,2.970738,24.5
-1.6797,24.2,2.970454,24.5
-1.68,24.2,2.970357,24.5
-1.6797,24.2,2.970337,24.5
-1.68,24.2,2.96978,24.5
-1.6797,24.2,2.969702,24.5
-1.6797,24.2,2.96944,24.5
-1.6797,24.2,2.969517,24.5
-1.6797,24.2,2.969211,24.5
-1.6797,24.2,2.969146,24.4
-1.68,24.2,2.968929,24.5
-1.68,24.2,2.968754,24.5
-1.68,24.2,2.968521,24.5
-1.6797,24.2,2.968719,24.5
-1.68,24.2,2.968434,24.5
-1.6806,24.2,2.967918,24.4
-1.6797,24.2,2.967946,24.5
-1.68,24.2,2.968011,24.4
-1.68,24.2,2.967714,24.5
-1.68,24.2,2.96725,24.5
-1.68,24.2,2.967184,24.4
-1.68,24.2,2.967066,24.5
-1.6797,24.2,2.967076,24.5
-1.68,24.2,2.966822,24.5
-1.68,24.2,2.966714,24.5
-1.6797,24.2,2.966426,24.5
-1.68,24.2,2.966401,24.5
-1.68,24.2,2.966444,24.5
-1.6797,24.2,2.966024,24.5
-1.68,24.2,2.966149,24.5
-1.6797,24.2,2.965795,24.4
-1.68,24.2,2.965969,24.5
-1.68,24.2,2.965633,24.5
-1.68,24.1,2.965471,24.5
-1.6797,24.2,2.965073,24.5
-1.68,24.1,2.964605,24.5
-1.6797,24.1,2.964788,24.5
-1.6797,24.1,2.964678,24.5
-1.6797,24.1,2.964372,24.5
-1.6797,24.1,2.96433,24.5
-1.68,24.1,2.964508,24.5
-1.68,24.2,2.964094,24.5
-1.68,24.2,2.964002,24.5
-1.68,24.2,2.963844,24.5
-1.6797,24.1,2.963562,24.5
-1.6797,24.1,2.963428,24.5
-1.6797,24.2,2.963423,24.5
-1.6797,24.2,2.963025,24.5
-1.68,24.2,2.962901,24.5
-1.6797,24.2,2.962931,24.5
-1.6797,24.1,2.96252,24.5
-1.68,24.1,2.962655,24.5
-1.68,24.2,2.962619,24.5
-1.6797,24.2,2.962285,24.5
-1.6797,24.1,2.961839,24.5
-1.68,24.2,2.961811,24.5
-1.6797,24.2,2.961839,24.5
-1.68,24.2,2.961284,24.5
-1.6797,24.2,2.961195,24.5
-1.68,24.1,2.960988,24.5
-1.6797,24.1,2.96105,24.4
-1.6791,24.2,2.960761,24.4
-1.68,24.1,2.960834,24.5
-1.68,24.1,2.960744,24.5
-1.68,24.1,2.960367,24.5
-1.68,24.2,2.960192,24.5
-1.68,24.2,2.960264,24.4
-1.6797,24.1,2.96003,24.5
-1.68,24.2,2.959575,24.5
-1.68,24.2,2.959518,24.5
-1.6797,24.1,2.959202,24.4
-1.68,24.1,2.958992,24.5
-1.68,24.1,2.958951,24.4
-1.68,24.1,2.959009,24.4
-1.68,24.1,2.958797,24.5
-1.68,24.1,2.958594,24.5
-1.6797,24.1,2.958498,24.5
-1.68,24.1,2.958509,24.4
-1.68,24.1,2.958239,24.5
-1.68,24.1,2.958008,24.5
-1.68,24.1,2.957865,24.5
-1.6797,24.1,2.957745,24.5
-1.68,24.1,2.957845,24.4
-1.68,24.1,2.95759,24.5
-1.68,24.2,2.95742,24.5
-1.68,24.1,2.956895,24.5
-1.68,24.1,2.956829,24.4
-1.68,24.1,2.956795,24.5
-1.68,24.1,2.956613,24.5
-1.68,24.1,2.956514,24.5
-1.68,24.2,2.956646,24.5
-1.68,24.1,2.95643,24.5
-1.68,24.1,2.955973,24.5
-1.68,24.1,2.955842,24.5
-1.6797,24.1,2.955836,24.5
-1.6797,24.1,2.955836,24.5
-1.6797,24.1,2.955478,24.5
-1.68,24.1,2.955299,24.4
-1.6797,24.1,2.955199,24.5
-1.68,24.1,2.955129,24.5
-1.6797,24.1,2.954791,24.4
-1.6797,24.1,2.954731,24.4
-1.6797,24.1,2.954558,24.4
-1.6797,24.1,2.954522,24.5
-1.6797,24.1,2.954499,24.5
-1.68,24.1,2.954151,24.5
-1.6797,24.1,2.953944,24.5
-1.6797,24.1,2.9539,24.4
-1.6797,24.1,2.953779,24.4
-1.68,24.1,2.953446,24.5
-1.68,24.1,2.953045,24.5
-1.6797,24.1,2.95312,24.5
-1.68,24.1,2.952887,24.5
-1.6797,24.1,2.952844,24.5
-1.6797,24.1,2.952974,24.5
-1.68,24.1,2.95254,24.5
-1.6797,24.1,2.952304,24.5
-1.6797,24.1,2.952241,24.4
-1.6797,24.1,2.952041,24.5
-1.68,24.1,2.952168,24.4
-1.6797,24.1,2.951872,24.4
-1.68,24.1,2.951628,24.5
-1.68,24.1,2.951189,24.4
-1.68,24.1,2.951077,24.5
-1.68,24.1,2.951051,24.4
-1.68,24.1,2.950785,24.5
-1.68,24.1,2.950558,24.5
-1.6797,24.1,2.950483,24.4
-1.68,24.1,2.950248,24.5
-1.68,24.1,2.950059,24.5
-1.6797,24.1,2.950121,24.5
-1.68,24.1,2.949832,24.4
-1.6794,24.1,2.94953,24.5
-1.68,24.1,2.949494,24.4
-1.68,24.1,2.949378,24.5
-1.68,24.1,2.949047,24.4
-1.6794,24.1,2.948759,24.5
-1.6794,24.1,2.948752,24.5
-1.6794,24.1,2.948441,24.5
-1.68,24.1,2.948598,24.5
-1.6794,24.1,2.948261,24.5
-1.68,24.1,2.948227,24.5
-1.6794,24.2,2.947824,24.5
-1.68,24.1,2.947618,24.5
-1.68,24.1,2.947653,24.5
-1.68,24.1,2.947273,24.5
-1.68,24.1,2.947291,24.5
-1.68,24.1,2.947124,24.5
-1.6794,24.1,2.947181,24.5
-1.68,24.1,2.946671,24.5
-1.6803,24.1,2.946717,24.4
-1.68,24.1,2.946358,24.5
-1.68,24.1,2.946121,24.5
-1.68,24.1,2.946038,24.5
-1.68,24.1,2.945802,24.5
-1.68,24.1,2.945823,24.5
-1.68,24.1,2.945691,24.4
-1.68,24.1,2.945544,24.5
-1.68,24.1,2.945287,24.5
-1.68,24.1,2.94515,24.5
-1.6794,24.2,2.944855,24.5
-1.6794,24.2,2.945062,24.5
-1.68,24.1,2.944941,24.5
-1.6794,24.2,2.944779,24.4
-1.68,24.1,2.944424,24.5
-1.68,24.1,2.944456,24.5
-1.68,24.1,2.9442,24.5
-1.68,24.1,2.943809,24.5
-1.68,24.1,2.943781,24.5
-1.68,24.1,2.94342,24.5
-1.68,24.2,2.943767,24.4
-1.6794,24.1,2.943353,24.5
-1.68,24.1,2.943083,24.4
-1.68,24.2,2.943095,24.5
-1.68,24.1,2.942859,24.5
-1.68,24.1,2.942796,24.5
-1.6797,24.1,2.942495,24.4
-1.68,24.2,2.942333,24.5
-1.68,24.2,2.942074,24.5
-1.6797,24.1,2.941975,24.5
-1.6797,24.1,2.941728,24.5
-1.68,24.2,2.941702,24.5
-1.6797,24.1,2.941272,24.5
-1.68,24.1,2.941127,24.4
-1.68,24.2,2.940803,24.5
-1.68,24.2,2.940618,24.5
-1.68,24.2,2.940762,24.5
-1.6797,24.2,2.940552,24.5
-1.6797,24.2,2.94053,24.5
-1.68,24.2,2.940192,24.5
-1.68,24.2,2.939716,24.5
-1.68,24.1,2.939852,24.5
-1.6797,24.2,2.939246,24.5
-1.6797,24.2,2.939164,24.5
-1.6797,24.2,2.939077,24.5
-1.6797,24.2,2.939007,24.5
-1.6797,24.2,2.938784,24.5
-1.6797,24.2,2.93847,24.5
-1.6797,24.2,2.938179,24.5
-1.6797,24.2,2.93837,24.5
-1.6797,24.2,2.937973,24.5
-1.6797,24.2,2.937678,24.5
-1.6797,24.2,2.937712,24.5
-1.68,24.2,2.937636,24.5
-1.68,24.2,2.937354,24.5
-1.68,24.2,2.936995,24.5
-1.68,24.1,2.936997,24.5
-1.68,24.2,2.936544,24.5
